Field_ID,Yield
GYW0UZE,3.8975899999999997
QXVCWIE,3.447964999999999
MURYWA1,3.5668500000000005
L0X2M1G,3.35683
3RB3V6Y,4.735737500000001
GMTT81P,4.125905
3BNVELA,4.0005375
0X73OGT,3.867555
0V4C2W9,4.2017000000000015
FJ9HZIR,3.3313800000000002
7KYVZ3F,4.2964225
99ARRM2,4.484957500000002
O9EIUEW,4.5478700000000005
IK83HLI,4.1288275
1AH9KQT,3.609025000000001
BH4M6ZN,3.914827499999999
MKA6B60,4.147472499999999
0TP6ZNZ,4.883740000000002
59FM5IS,4.5044875
CK6J25H,4.475160000000003
V7EFD8Z,4.200725000000002
G0H8H57,4.582482500000001
L4BZKU0,4.610834999999999
3P8YVLM,3.357030000000001
VPDZI7Y,4.3927425
0BEDPGN,3.9230949999999996
O780K9Y,3.488697500000001
UUVI4N1,3.5445925000000007
XJTCT78,3.6169324999999986
Q30M7HS,4.083401250000001
Z0UKCU0,3.5504100000000007
RTVCND5,3.000224999999999
A06JK7H,2.941392500000001
F0XSDYO,2.8213174999999997
P2VP8TL,2.6347225000000005
L3JFEG6,2.714484166666667
66PKAQX,3.2498424999999997
JWN1Q0E,3.4048199999999995
UKEXN7Y,3.0925675
61RNVM6,4.09842
XWJVZLL,3.873187499999999
Q9BK9V3,4.02835
15N57Y3,3.1661574999999997
WSH7TWL,3.4288183333333335
93XQZPL,3.4288183333333335
E2J5SNZ,3.169507500000001
0VQH8RV,3.0126700000000004
VWE8X7D,3.0689125000000015
9AP7PPM,3.29954
Q4OSIHB,3.4288183333333335
01CNJBI,3.11708
X6G8EYL,2.7707625
AQSZDWA,3.211587499999999
9WMQEXG,2.88844
G00R3DI,2.869062500000001
W25FF0D,2.8969475
G70A7JG,2.8685525000000007
2O1FDGL,3.5401250000000006
0XGKRWL,2.5267925
PCX2WO1,2.7715649999999994
6WIDHKU,2.63945
ZQ6PI9K,2.624985000000001
DFQG8RU,2.8328524999999996
OB4D4A3,2.6971624999999992
KK2VK7Z,2.890607500000001
6TH3FQZ,2.49763
8K0O0PD,2.5839575000000004
DDMOWY3,2.761767500000001
HH7Z5Z5,3.4169275
IY0DW40,2.880316249999998
OSHARAV,2.5255950000000005
SZCWVBD,2.6031074999999992
X7SBATO,2.6343949999999996
89V3EBE,2.6434099999999994
IBJCQU2,2.9165100000000006
IA77FT0,2.6839599999999995
552VS1V,2.673997499999999
1BZ2WMK,3.3495150000000007
CZFCMBJ,3.807855
MAICAFG,3.4050224999999994
AVIIWAQ,3.2878375000000006
R20MQ4T,3.182779999999998
WJGPWN7,3.1736850000000016
OBCZ8UN,3.0039333333333325
S4DAJNI,3.2008075000000007
NPLF94D,3.1674100000000003
1NRMK7Z,2.9795900000000004
ITNCN60,3.579500000000002
6SHN9H9,3.4675050000000023
5O53JVV,3.8259749999999997
SC3I5QS,2.6262500000000015
ULZOU94,2.6680225
9KMOAPZ,2.5900540000000003
K29MYB1,2.370434999999999
PY1BOJ3,2.6697075
VW9NF4Q,3.7959049999999994
XD103QP,3.318107499999999
6AVVM6M,2.475940000000001
QRCOD7B,3.3832075
L2OB6S8,3.875009999999999
IZA34EE,3.5649325
ZIIUZCF,3.54589
TEZ5L7O,2.4652625
CIN5QMN,2.9173175000000002
S0S6VJG,2.5971975000000014
CKTJBEQ,3.3890149999999992
H40IQ30,3.3503024999999993
4PWB5EG,4.098830833333332
1WTRZHH,4.252534999999998
KQJEE83,3.6481949999999994
31HAE1D,3.7059074999999977
WBNJ3W8,3.645470833333333
TDLCAHC,4.015714999999999
00PLSKP,3.991731666666665
WAHI43J,4.020902500000001
PL53LBS,3.8062274999999968
VGFYH5E,3.7665224999999998
I4JE5P1,4.177457499999999
PO5T84R,4.980562500000001
37YGZ93,4.05907
EXIE2HK,3.1786374999999993
4KW9P3T,3.9879925
WFWWU9Z,3.3972624999999987
7I41J4H,4.561392499999999
514B8DY,4.157387500000001
POPYFHQ,3.8124700000000007
3ZTRVIZ,4.797237500000001
TZONIB0,3.5682575
3XF69CZ,3.1499975000000013
ECE8F6Q,4.542810000000001
NRT2N45,3.9650775
T120GUW,3.703122500000002
KTPFLMO,3.5390299999999986
U5I1GNT,3.571789999999999
6R66UVC,3.6051700000000015
GTL5GQ8,3.9889650000000008
L685WGL,4.005880000000001
PMC7TX4,4.685465
1OVAAPH,4.4251675000000015
15S06J4,3.953010000000001
G7CHWNI,3.656332500000001
ZA5ZVGU,4.929502499999999
6IWI3T5,4.1312799999999985
X3KD67T,3.8832025000000012
Q7DD9SH,3.0247550000000016
4KP6WAV,4.204805
UVNQ9WJ,3.682154999999999
4KSOGXH,4.1537725
QBKGPRU,4.096410000000001
8QKI0EQ,4.241630000000002
I17FLO6,3.2968150000000005
U24QCE1,4.559135000000001
1VVO96X,4.011795000000001
42G0NU1,4.665307499999998
8R2ZDQ2,4.3700125000000005
BKURGO9,4.1083525000000005
ECO0J9R,3.5634100000000006
2BWCAPO,3.9961974999999965
SI8JPGA,4.634074999999999
MTIFSMJ,4.436635
7WCV89J,4.470529999999999
8OJNBWU,5.031364999999998
8RDT9RQ,4.575412499999998
G73G122,3.5004391666666677
8RWXL50,4.2675125000000005
1RLY1BU,4.935415
5ZYPE0D,4.759942499999999
6GKM3HL,3.4099000000000013
2UNIO6T,3.3287
MGUIY1K,4.01465
0HPA3ZN,3.79553
ERSQZ97,3.9262050000000017
8YKBECM,3.904177499999999
JPCHUIL,3.9147850000000015
XSDYZSY,3.9535925000000014
575WC95,4.3941925
DS8ZIQX,3.89125
ZKD03CH,2.8445475000000005
X03H66F,3.3736383333333335
WV16GA2,3.23108
2WOQH74,3.0808175000000007
Y2YZVIB,3.0345924999999996
PYQF66M,2.8624074999999998
QRUJ8OB,2.0221824999999995
0L8E1ID,2.012697499999999
Q5FCO9D,1.8298424999999994
P6XOYSX,2.4019850000000007
WGEKO2T,2.656697500000001
48RKPGJ,2.023005000000001
5V6D4DH,3.519107500000002
J5K8BDY,3.1676575000000002
02RNO3Z,3.1518025000000005
H48D3ZQ,3.086280000000001
MVZYABM,3.2136899999999997
W3VCQWP,2.922020000000001
1UAW1TJ,2.02719
B6EII69,2.2911275000000004
IPHLGAW,2.4385874999999997
410Y52I,2.135075
INPZQFW,2.6565974999999997
H9MVYFK,1.8175299999999999
0LEKL80,3.2801075
04PICIF,1.818614999999999
3SO2JGI,2.4144125
3X4XOLY,3.373745000000001
JQCMIA8,2.8769050000000003
B0PU5XO,5.593610000000002
1812PI2,3.1901175000000013
1D8TXIN,2.8144074999999997
E0JPJW0,2.9386025
SYG84QX,3.340457500000001
GLDH02M,3.4658275000000014
8YZ0QWY,1.9354275
7YUYFIJ,2.7811299999999988
K4BSRIV,2.8882800000000004
6OUOBT0,2.703347500000001
WXMSHVL,1.8610200000000001
WU0LSKM,2.2261374999999997
DUCFWQ5,2.0365349999999993
SF1VT4A,2.6473700000000004
U352SYH,2.1367900000000004
BIS8KNU,2.1915849999999995
WKRKO7G,2.1744900000000005
3JL4JB7,1.8096174999999999
HBOU7LT,2.1960249999999997
YIQ0JIE,2.104215
3UQA6UV,1.7828899999999999
AFYJD60,2.1825075
8563G5G,2.388265
YKFDRL8,1.973395000000001
JVNZ3J5,1.9982149999999996
BXV3SUA,2.113242499999999
QHD9YU1,1.9881024999999988
GDXRX14,2.2391175000000003
HMUCJJS,1.9288899999999998
76TW5IL,2.0522375000000004
QZCJPOW,1.8119900000000004
6T472BL,2.3126499999999997
6SWAE14,1.7475350000000003
AMG60EQ,2.3815025
779XUCU,2.057915
U5LQNHH,2.1367824999999994
I7H1S8K,2.3218475000000005
58YGJD2,2.064025
BLB6M6A,2.1684799999999997
YKQAJLY,1.91618
DLU3GVG,2.4435425
1NPNKOY,1.9488799999999995
LOVMNSZ,2.1039725000000002
MUN6BPV,1.9193024999999995
KFHX8R0,2.055637500000001
3IGU2M8,2.0139199999999997
E998LY9,2.1420574999999986
TFYM1Z1,2.2437974999999994
0V5KWAV,2.1583574999999997
FNQYRA7,1.9676849999999997
LP1RQ82,1.9665474999999994
ZXNIR8F,2.1613700000000007
MDV1DLW,2.2644525
981QXVB,1.7687124999999997
OH43JJM,1.8017999999999992
MPK8FPA,2.1546350000000003
6L3MV0O,1.9795449999999997
70SRAYE,1.994639999999999
9OUNQAM,2.044670000000001
AVGZSTD,2.4087325000000006
8FT7CV7,2.5058399999999996
5Y0E20F,3.8659108333333347
MWHKL3P,2.41983
2QF6KRC,1.7829299999999992
D4NBQYH,2.828777500000001
AY3WAKL,2.373028333333334
TN1IY0G,2.0556249999999996
37532EW,3.043067500000001
RMRNSAW,1.8431824999999995
O2YEQGA,1.9783549999999996
ETTK3TL,2.655645000000001
TGY598G,2.5028275
65GEO4H,2.1346925
KB806Y2,2.81587375
9PJ4GXB,1.901965
VQ3P3TC,5.559
CXATUT5,2.478687500000001
DN3RQQ3,5.873712500000003
7HRL66O,2.5085725
PQ0KLVC,4.785072499999999
UOZZ0DZ,2.0145725000000003
C60Z3DN,4.581034999999997
7M5J9Y6,2.6368800000000006
JEG9CVR,2.4699049999999994
UMDH2FA,6.129377500000001
KG9GN6T,2.712027500000001
1552NDR,3.0779125000000023
LM6ML8C,2.47350875
AH8ERKQ,2.329199999999999
2Y2RLOV,5.332457500000001
X0SUCQW,2.4134375
N68Y6G1,2.4444016666666655
GOU8BB9,6.539410000000003
HVFJBTJ,2.219735
5NM9968,2.5666875000000005
NCXWOGJ,2.3783425
W8YGQ9F,1.9608600000000007
DAZM2HB,1.8540625000000006
GE7TPYX,2.2103825
VJESL6K,2.3604875000000005
OFP6V42,2.5963449999999995
BBH9M48,4.360249999999998
5UM1C7C,3.773142500000002
7XL12LY,2.7948449999999987
FF01TNS,3.034705
3DICOJC,2.5373624999999995
MYBDWMS,3.3404525
Y13WYL7,3.9736458333333338
AX9Y33M,4.449497499999997
MEYRRVR,3.6081708333333324
KEF9LFQ,3.2256924999999996
XCN781K,3.5085175
YAQI5OB,4.517479999999998
A7EFPRW,3.909373333333332
UW52XCR,4.156419999999999
BSBV1QR,3.5053983333333325
Y2Q7Z9N,4.263743333333333
KQFF1PQ,4.026144999999999
AL3S00S,3.519595833333334
VNEUEC4,3.70534
AM5ZFDH,3.3743608333333333
TTIFXIS,3.6858975
8759367,3.1423525
JYDKERW,3.7146308333333344
VRQ9P2T,2.9119358333333345
JWR2SIS,3.9941299999999997
I09G1QZ,3.404152499999999
F41QEQC,3.5613775000000003
MKLPQE7,3.3540758333333347
BGYGXTI,2.7553075000000002
LOMS2XH,2.741092500000001
DDOV4ES,3.716062500000001
YLXHBFU,2.7622600000000004
V9DI84P,3.7004043749999993
KTAYOS9,3.1754225000000003
4HIC1OY,3.346665
4OO8BYW,3.4851600000000014
IE9QEM1,3.4851600000000014
38D13CI,3.2790374999999994
CC742KO,3.8536
6EMNWNX,3.46821125
0NKE0IH,3.3280800000000017
AHHPZF4,3.9419833333333325
DM1NTTY,2.365522500000001
JTERCJH,2.393014999999999
3HC3C5R,4.7214300000000025
T2GWE5F,1.7990074999999999
NQF36JY,2.9913191666666648
RUEJZZ6,4.72233
EWW5CPW,3.8214300000000008
VYYQ1PI,3.1755900000000015
8A68NDG,3.7026125000000003
M55D48J,3.4898324999999994
0O4ROHE,2.565552500000001
7SG7IMY,3.2338475000000004
IQYCGUN,3.4768674999999996
YH84L36,2.374145
3G1OIAE,3.96103
UVUI7GY,3.3275425000000025
PE1BQKY,3.475679999999999
WVYG03T,3.7487224999999995
7Z5C1TL,3.91269375
D3QAYO7,3.1428250000000015
R7B5J4B,3.115367499999999
8BNTRA1,2.8761799999999997
66LFKST,4.0050250000000025
DNB71QD,4.138237500000001
VRXW27B,2.601325
FNRIQV2,2.6575383333333327
Q6GFAL2,2.9213575000000014
FS6AS26,2.5897666666666677
ZI79VOA,3.6262983333333327
TJ8BEAV,4.290385
2GED0MP,3.2742874999999994
D86JQZ1,2.5828650000000004
6KOYO0W,4.375963750000003
2TZY5SA,3.2370824999999996
LO5FBG3,4.783558333333335
0KWNF3M,4.108618333333334
AM8I91H,3.293573333333335
9AE3NL2,3.9445525
K6C2TSU,4.495827500000001
JH8SANA,3.6815075000000004
87RBUYN,4.486450000000001
PV7AAJA,3.1136974999999993
5PSZDQ4,3.805090000000001
S3KTRD9,3.621388333333333
MDFXE8U,3.636305000000001
1JKF70V,3.6589375
XON82HC,2.3819366666666664
6N6Y6SQ,3.6091575000000016
CCKE41R,3.707492500000001
ZCGG51V,3.1526475
DMCDZL8,2.478134999999999
GW38VG0,4.2963675
1DN64MR,3.6053225000000015
40BFYK6,4.367812500000003
AMSSXUI,2.4563000000000006
PUKTYJE,4.102983750000002
JB20FUX,2.671377500000001
R0FTSVY,3.2748925000000004
X4FL9DU,4.653917500000004
553LRX5,4.294677500000003
FQPZJ7T,2.8316550000000005
2BSKUBL,4.03554
PHIGBXE,3.3278875000000014
XHG0ABK,3.3786025000000017
SVLCGTZ,2.4271274999999988
2LWFYIR,2.6363675000000013
N9RF7VM,3.062135
VKU1NAM,4.028602500000001
IGTDM5E,2.8762625
WR28TCT,2.5526474999999995
RDDNCDM,3.612884999999999
8LBMW12,4.661377500000002
W24P1J9,3.26198
V7DQ1ZE,3.0159349999999994
JSIV59W,4.216532500000001
W34X6JQ,2.4429337500000003
MC4MZ6F,2.955444999999999
16OFWWO,2.200929999999999
2N68M3F,2.7684399999999996
M7ZLRT0,2.7250174999999994
7GPWNFE,4.376497500000001
8NNQGX1,2.75356
J9IL1KV,2.6139000000000006
3FZL1CO,2.3296675
U4M3R6U,2.8849758333333337
JV8WOC2,4.12604
NS0RQW5,4.8132375000000005
S1HLM8K,4.227362500000002
7PQRDOT,2.44669
VGBM8KA,2.170582499999999
3H5QF78,2.3446549999999995
YIT58I7,4.711478333333335
QL8RCEF,2.1414825
X35DMX3,1.7046599999999998
7Z4DUYH,1.88277
9DUCPZJ,4.491706250000002
S219TTE,2.3694716666666666
ZFW7B1J,3.3940574999999997
T1Q4ISD,2.2656375000000004
XXHS7IP,3.6798875000000013
GMI3HYI,1.90851
XEPYFC0,2.626995
23JJFVG,2.2955425
LQHFRIP,2.5854175
7M3XR3P,3.3721400000000012
RL6FGX0,2.6283024999999998
TAG2Y35,3.1895825000000015
0THUDGV,4.505065000000003
OJ4VCU8,3.482902500000002
RQZ85GE,2.4536824999999998
ZUSJGAI,3.209059999999999
7LOG31W,3.2672075
CPZC0T3,2.53485
7Z6G644,2.06563125
1NIMWCD,2.7735225
SQT2BVL,4.2381899999999995
TNJNUKX,4.612723750000001
HY3LHH0,3.5265675
G5G88QQ,2.9360375
05HWF0P,2.4253724999999995
GAGNRH2,4.043170000000001
4HUD38Q,3.2005424999999996
K32MY2D,2.3270500000000003
38WGNNC,2.7667549999999994
TFZRPJT,2.7667549999999994
RL4LYAQ,3.3532100000000002
N5X4WRB,2.3523
BW7ZZDO,3.9948699999999993
WPSGX7U,4.261855
K6RETZR,3.0977000000000006
4ANEBTI,3.2916025
OC6GNIQ,3.5498225000000003
LJGBHLL,2.915267499999999
J7JHFDP,2.4001562500000007
198VHY0,2.3478225
9U9OYNQ,3.951412500000001
LRGYAGY,3.7339437500000003
KUNXNLI,3.19809
1L613NA,3.9012758333333335
DVX6LWR,4.1994533333333335
6BXSH7C,2.7812249999999996
I3RAOQI,3.3558624999999993
7I0ZLQX,2.395715
78FVUID,2.5496725
BV9X9NU,3.0434375
BG8IFKL,4.395950000000001
GKKMY7J,2.607915
ERN4NFG,3.7103491666666675
MCDM3GG,3.2873325000000015
6V1G9IG,4.422385000000001
VLW6WU9,2.5445925
VIMFQ4T,3.61966
TMS0CAV,1.9690375
PIM8119,3.206257500000001
5V42XD1,4.013297500000001
GVV6SC2,2.3308125000000004
JTV05ZU,3.0783250000000004
UQX7LFW,2.3274816666666673
BTQ104U,3.327398750000001
97RCGF0,2.726693750000001
BFTM145,2.726693750000001
ZQR5WMG,3.3046499999999996
FSUAELQ,4.21067
ITXMPJC,2.5429124999999995
U59H09J,1.9205199999999996
JA5V60W,2.389400000000001
9XU0UJK,4.623822500000002
LA2FN3O,4.1878675
F9A6L4R,1.946215
8ULUTUC,2.840592500000001
1VGNK7E,3.285257499999999
S38KII2,2.8693874999999993
U86BGFD,3.548012500000001
P0JSUWH,3.6906125000000003
Z944YWN,4.011220000000002
OQDAFX0,3.611217499999999
8BXYR2A,4.462663749999999
CPVDO3F,4.2279175
3M4ZZCG,4.27069375
KMK3J5G,3.2945750000000005
IHBICQ6,2.6048824999999995
I3A25NN,3.6215950000000006
BL6YGOI,3.3459400000000006
J2SJK94,3.0275949999999994
H6EZ2M4,3.2234025
GY828P9,3.5522875
S9ZX175,3.140447500000001
5SSBPL6,2.6950649999999996
YT0VWI4,2.42978
0R5WALI,2.56896
XE5XYNM,3.4091425
3ZAVWIX,2.7528775000000003
NS4QC7O,2.89875
VEWZV8L,3.9857600000000026
Z6OKZXV,3.33614625
V2F2N19,4.9291050000000025
BJQTM8B,2.7287399999999997
WTXDD4V,2.9269000000000016
1W37J53,3.1382375000000007
UU6JNS9,3.6981975
9P1TQAR,4.913882499999999
OSP9NTA,3.0670100000000016
26HPXQJ,4.009167500000001
AQYTDDQ,2.854152499999999
KYLAWVM,2.1410699999999996
68RKQMD,3.1501425000000007
HLZMWX7,4.233575000000001
RPNVFUI,3.222235
75SLKCY,3.6080587500000014
A8OXE6P,3.2192174999999996
27UDSTK,3.7922200000000004
WHY3W8Z,6.248560000000002
C78Y0KZ,2.834745
B2S9UC7,2.9627316666666665
ZIBO63H,3.7213200000000004
YPFX6PE,5.184481250000001
9UO80OH,4.160790000000002
90TTI7R,2.5522287500000003
46CAJQC,2.481439999999999
NESSMW4,3.111577499999998
0EUUTN8,3.5232325
PDSTTO0,3.9338175
8TRR3QA,3.420442500000001
0LPBHJF,3.2757549999999993
FQMHVK2,2.3378475
F5EWW5D,3.6101174999999994
0DOWLL7,4.44486
B8ZEBZN,3.6800274999999996
XXS1BHI,2.8312500000000007
IH8PTAL,3.226210000000001
RS7BFAF,3.3078775
ZNHI6N5,2.0422949999999993
KYL6FWS,3.434197499999999
5HHMSB0,3.4558975
US286CZ,2.528492499999999
OY94C78,2.528492499999999
PA2GXQ1,3.6724175000000003
W1573NZ,3.40562625
G007SXE,3.736171250000001
7MM7KSV,2.438246666666667
SL58C2J,3.6161450000000004
I0XL19B,3.444080000000001
ULKXYPW,4.0749875000000015
SBEDE7Q,3.0150400000000013
E283NDX,4.376587500000001
WS4YOWK,3.4980850000000006
GBBPUYD,2.570015
DUQ5WT5,2.1518025000000014
ZAGJO30,2.735672500000001
MUA0PP7,2.6727800000000004
84LOICZ,2.94063
N2SXWF3,3.225477500000001
DB5CFKE,3.7030325000000017
ZFMSFIV,2.5448424999999997
WY8PSYM,2.617889999999999
3TEPIAQ,4.641015000000001
B1USTR2,3.283675000000001
8M6N92C,2.5766400000000003
6LDCOXN,3.2181650000000013
97NO7BY,2.5282600000000013
LP5K6YK,2.5693249999999996
ZRJS46Q,2.3264625000000008
NEV7X48,3.638655
4I56F1E,1.955339999999999
QIP0F98,2.72195
US3ZZKU,2.411435
N2PZVUS,2.5589500000000003
0P7Y4AH,3.092919999999999
ROK51BB,2.5496549999999982
5VKRIOO,4.34691375
EC31MZ1,4.0447975000000005
J6RZIMK,3.33491375
J3LWDPF,2.5730350000000004
T94T735,2.5013499999999986
996JMP9,2.5334175
RMSTW9U,2.3608350000000002
URGDIP2,4.251284999999999
1UI69BS,2.2953149999999996
6OXWA9S,2.6778475000000004
G2K8W9M,2.1755974999999994
TOCUO76,2.1537025000000005
QQXZUCH,3.2136133333333317
1LLWE8V,3.4164000000000003
QLM572H,3.22441
237TG17,2.5954249999999996
LNTE3XF,1.1196100000000002
7SPMPRN,2.769892499999999
0J7NO1L,2.1188825000000007
J923FO6,1.7088875
1ZG0NKQ,2.0328825000000004
LQAST1A,2.724065833333334
2Z6UJRD,4.93679
BJAS0RL,2.6463675000000006
9A03HGA,2.3049925
JS3JUVG,2.3314399999999993
F2JE10R,2.8256625000000013
EBB5IV4,3.539265
5Y0YB8K,1.8836724999999996
LO66I43,3.385954999999999
4J448SR,3.1855399999999996
KOZX1C6,2.1933374999999997
F4FLIC9,2.5623683333333336
A8IWPSO,3.4942275
Z1J2E7C,2.1585300000000007
FDL18O4,5.443565000000002
JS3VBMD,2.371525000000001
C2PYDID,3.1913200000000006
EFGUI5H,3.7697400000000005
27CSFV7,2.1768175000000003
LSN6C7M,2.4172100000000007
JEFRWK1,3.3669700000000002
21PFP8Y,3.0765874999999987
DHY9PV3,3.026954999999999
AGHXK5U,2.10955
WNGAI3E,2.3652649999999995
8NSVN5T,3.2672150000000006
U6P9BUY,2.384832499999999
TCFIV2V,2.3847575
ITVUBZL,2.110110000000001
YBNKCCO,3.550194999999998
39TP2A6,2.0152349999999997
MGFRWHU,4.021344999999999
86OLNZC,2.1318474999999997
8O9Y7FK,2.3346950000000004
YIFHN4D,1.7577174999999996
BBHQAP5,3.9195625
PCT5GIS,3.8777074999999996
PGVATU8,1.384615
5TFK4CQ,1.6845999999999999
4VPTJE5,2.5545625000000003
VDN9D8C,2.0100075
447OAVP,3.5563675000000012
LKGSG13,1.6877425000000001
VL3NLAM,1.866315
J4T5WPU,1.6461075000000005
OP68UF3,3.5941124999999996
RPIOE49,2.2553400000000003
23PIP16,2.1329875000000005
ZENU0WB,2.3059699999999994
9ASLRM0,1.9977950000000002
F5Y27QZ,3.1531625
1KGPP7V,2.277255
93SC1UD,1.80999
9LSZYAI,2.375643333333333
QBLK53N,2.72256
46L9WRS,3.802492499999999
HU2VHU7,2.0518500000000004
IOVGU1B,2.828777500000001
DE6V7SP,1.9733074999999998
XT7I5IL,2.1836925
AT16M5C,2.7192225000000003
MB4MHKY,2.8288791666666664
OP7IN64,2.1027949999999995
EK7NEQP,2.9316325000000005
MTEI56M,4.010394583333335
LR38U7E,2.153125
0LZ3HHG,4.0067675000000005
UJS45SA,1.9796425000000002
VMD2OKX,1.8595375000000005
C1UHWWK,1.9296124999999995
I7MD6LD,2.2517849999999995
V55F2K1,4.476090833333336
AP0F2HR,1.8446949999999995
LKMYMRM,2.849542500000002
NM24IGJ,2.0250475000000003
UK9MAJX,2.367080833333333
JDTI4K4,3.1462075000000014
7EVMU0L,2.031097500000001
E10LINS,2.7425225
R0U6X0X,2.428447499999999
8F4V2R7,3.9463562500000005
AM8WQ4I,3.620042499999999
8A3CAIS,2.1708275
G0CYU03,2.6223174999999994
IPYQBZV,2.7703591666666667
I8Y3ERP,1.8023175000000007
BXPI9IW,2.246272500000001
LNDENFS,2.9065700000000003
MLR357L,1.79137
JCUV0AL,2.096137499999999
Y98Y40P,2.052875
FOLMO1F,2.3121375
ALGYFXA,3.657675000000001
1B0W8PJ,2.7218737500000003
EXZEMXN,2.9276125000000004
OB36220,2.210915
EVE97U9,2.1356512499999987
2BGSANJ,2.7391975000000013
FETY5Q6,3.110347499999999
KUNIY8F,2.334542499999999
U3QVE8P,3.1337899999999994
V01035Q,2.0249225
PW68JCE,2.0591624999999993
A6TMBP9,3.4247674999999997
KA194W6,2.0519350000000003
DWMUEYG,2.3848125000000002
EAVFCAX,3.7584624999999994
68XYAU3,1.8671074999999993
4KM4B89,3.162425833333334
73KTJDT,1.9345849999999987
Z2A5MP2,1.9686874999999995
RMHKEPD,1.8722425
N96H12N,2.4777750000000003
2KXGQEX,3.861800833333334
EH4ZONF,1.9949375000000011
SWXDIY1,2.215415
H7SSKMV,1.9027725000000002
1V94YW1,2.249155
5HYYLHF,2.1160449999999993
KJKNKZG,3.32434
A5MJEMH,2.0500974999999992
2R5D4FQ,2.1496049999999998
HFCB3Q5,2.4231255
CC77DT1,5.187730000000001
MP1Z1HH,1.5292625000000006
4ZJ4GD9,3.1210625
9XS2EYA,2.5765124999999993
JEK6DU2,2.3777575
ZGQZOHU,3.46211
SK5R58Q,2.674675000000001
M1JY6TU,2.319044999999999
II8QMTM,3.6918830000000002
5D086MG,2.436817500000001
1B4ESRB,4.721008333333334
XBWYIQH,1.8888100000000005
